,Unnamed: 0,id,brand,category,name,size,rating,number_of_reviews,love,price,value_price,options,online_only,exclusive,limited_edition,limited_time_offer,discount,g,mL,dollarpermL,dollarperg
511,829,2301109,Better Not Younger,Conditioner,Second Chance Repairing Conditioner,8.4 oz/ 250 mL,4.5,7,273,27.0,27.0,no options,1,1,0,0,0.0,0.0,250.0,0.108,0.0
512,830,2301091,Better Not Younger,Shampoo,Second Chance Repairing Shampoo,8.4 oz/ 250 mL,4.0,13,386,27.0,27.0,no options,1,1,0,0,0.0,0.0,250.0,0.108,0.0
513,844,2352524,Biossance,Face Oils,Squalane + Vitamin C Rose Oil,1.01 oz/ 30 mL,4.5,629,60000,72.0,72.0,no options,0,1,1,0,0.0,0.0,30.0,2.4,0.0
514,845,2105856,Biossance,Moisturizers,Squalane + Omega Repair Cream,1.69 oz/ 50 mL,4.0,533,21500,58.0,58.0,no options,0,1,0,0,0.0,0.0,50.0,1.16,0.0
515,846,2315133,Biossance,Face Serums,Squalane + 10% Lactic Acid Resurfacing Night Serum,1.01 oz/ 30 mL,4.5,470,21400,62.0,62.0,no options,0,1,0,0,0.0,0.0,30.0,2.066666666666667,0.0
516,847,2260016,Biossance,Eye Creams & Treatments,Squalane + Marine Algae Eye Cream,0.5 oz/ 15 mL,4.5,488,29100,54.0,54.0,no options,0,1,0,0,0.0,0.0,15.0,3.6,0.0
517,850,2105864,Biossance,Face Masks,Squalane + Glycolic Renewal Mask,2.02 oz/ 60 mL,4.5,129,29700,68.0,68.0,no options,0,1,0,0,0.0,0.0,60.0,1.1333333333333333,0.0
518,851,2051928,Biossance,Eye Creams & Treatments,Squalane + Peptide Eye Gel,0.5 oz/ 15 mL,3.5,496,41900,54.0,54.0,no options,0,1,0,0,0.0,0.0,15.0,3.6,0.0
519,852,2038057,Biossance,Face Serums,Squalane + Phyto-Retinol Serum,1 oz/ 30 mL,4.0,464,24400,72.0,72.0,no options,0,1,0,0,0.0,0.0,30.0,2.4,0.0
520,853,2208411,Biossance,Face Oils,Squalane + Tea Tree Balancing Oil,1.01 oz/ 30 mL,4.5,445,18300,49.0,49.0,no options,0,1,0,0,0.0,0.0,30.0,1.6333333333333333,0.0
521,855,2051902,Biossance,Face Wash & Cleansers,Squalane + Antioxidant Cleansing Oil,6.8 oz/ 200 mL,4.0,343,23400,30.0,30.0,no options,0,1,0,0,0.0,0.0,200.0,0.15,0.0
522,857,2208395,Biossance,Face Wash & Cleansers,Squalane + Tea Tree Cleansing Gel,5.07 oz/ 150 mL,4.5,308,13300,29.0,29.0,no options,0,1,0,0,0.0,0.0,150.0,0.19333333333333333,0.0
523,858,2236271,Biossance,Face Masks,Squalane + Vitamin C Rose Mask,1.69 oz/ 50 mL,4.5,325,10100,48.0,48.0,no options,1,1,0,0,0.0,0.0,50.0,0.96,0.0
524,860,2208403,Biossance,Face Masks,Squalane + Tea Tree Detox Mask,2.53 oz/ 75 mL,4.5,281,13700,39.0,39.0,no options,0,1,0,0,0.0,0.0,75.0,0.52,0.0
525,861,2051894,Biossance,Mists & Essences,Squalane + Hyaluronic Toning Mist,2.53 oz/ 75 mL,4.5,52,10900,32.0,32.0,no options,0,1,0,0,0.0,0.0,75.0,0.4266666666666667,0.0
526,862,2271906,Biossance,Lip Balms & Treatments,Squalane+ Rose Vegan Lip Balm,0.35 oz/ 10g,3.0,224,15900,18.0,18.0,no options,0,1,0,0,0.0,10.0,0.0,0.0,1.8
527,863,2101277,Biossance,Deodorant & Antiperspirant,Squalane + Bamboo Deodorant,1.7 oz/50 g,2.5,252,3800,14.0,14.0,no options,0,1,0,0,0.0,50.0,0.0,0.0,0.28
528,864,2303832,Bite Beauty,Lipstick,Power Move Creamy Matte Lip Crayon,0.05 oz/ 1.5 g,4.5,1000,48700,24.0,24.0,no options,0,1,0,0,0.0,1.5,0.0,0.0,16.0
529,865,2253177,Bite Beauty,Foundation,Changemaker Supercharged Micellar Foundation,1 oz/ 30 mL,4.0,1000,37400,39.5,39.5,no options,0,1,0,0,0.0,0.0,30.0,1.3166666666666667,0.0
530,866,2188761,Bite Beauty,Lip Balm & Treatment,Agave+ Daytime Vegan Lip Balm,0.15 oz/ 4.2 g,3.0,1000,30400,14.0,14.0,no options,0,1,0,0,0.0,4.2,0.0,0.0,3.333333333333333
531,867,2188860,Bite Beauty,Lip Balm & Treatment,Agave+ Nighttime Vegan Lip Therapy,0.5 oz/ 15 g,4.0,321,25800,24.0,24.0,no options,0,1,0,0,0.0,15.0,0.0,0.0,1.6
532,868,2304038,Bite Beauty,Lip Balm & Treatment,Agave+ Intensive Vegan Lip Mask,0.52 oz/ 15 g,2.0,437,9500,26.0,26.0,no options,0,1,0,0,0.0,15.0,0.0,0.0,1.7333333333333334
533,869,2188852,Bite Beauty,Lip Balm & Treatment,Agave+ Weekly Vegan Lip Scrub,0.7 oz/ 20 g,4.0,132,18900,22.0,22.0,no options,0,1,0,0,0.0,20.0,0.0,0.0,1.1
534,870,2259653,Bite Beauty,Face Primer,Changemaker Skin-Optimizing Primer,1 oz/ 30 mL,4.5,812,8900,38.0,38.0,no options,0,1,0,0,0.0,0.0,30.0,1.2666666666666666,0.0
535,871,2224087,Bite Beauty,Lip Stain,Outburst Longwear Lip Stain,0.07 oz/ 2 g,4.5,270,23000,24.0,24.0,no options,0,1,0,0,0.0,2.0,0.0,0.0,12.0
536,872,2252971,Bite Beauty,Setting Spray & Powder,Changemaker Flexible Coverage Pressed Powder,0.26 oz/ 7.5 g,4.0,795,7300,36.0,36.0,no options,0,1,0,0,0.0,7.5,0.0,0.0,4.8
537,873,2156875,Bite Beauty,Lipstick,Crystal Crème Shimmer Lip Crayon,0.06 oz/ 1.8 g,4.5,103,14700,24.0,24.0,no options,0,1,0,0,0.0,1.8,0.0,0.0,13.333333333333332
538,874,2188845,Bite Beauty,Lip Balm & Treatment,Agave+ Pre-Makeup Vegan Lip Serum,0.23 oz/ 7 mL,2.5,31,10800,24.0,24.0,no options,0,1,0,0,0.0,0.0,7.0,3.4285714285714284,0.0
540,877,1752443,Black Up,Foundation,Full Coverage Cream Foundation,1.2 oz/ 35 mL,4.0,45,5800,43.5,43.5,no options,0,1,0,0,0.0,0.0,35.0,1.2428571428571429,0.0
541,878,1752864,Black Up,Lipstick,Lip Lacquer,0.23 oz/ 7 mL,3.0,11,5000,23.0,23.0,no options,0,1,0,0,0.0,0.0,7.0,3.2857142857142856,0.0
542,879,1908631,Black Up,Lipstick,Matte Liquid Lipcolor,0.25 oz/ 7 g,3.5,17,7800,27.5,27.5,no options,0,1,0,0,0.0,7.0,0.0,0.0,3.9285714285714284
543,880,1908581,Black Up,Highlighter,Strobing Highlighting Stick,0.14 oz/ 4 mL,2.0,6,2200,34.0,34.0,no options,0,1,0,0,0.0,0.0,4.0,8.5,0.0
544,881,1752302,Black Up,Foundation,Matifying Fluid Foundation,1 oz/ 30 mL,4.0,82,10300,41.5,41.5,no options,0,1,0,0,0.0,0.0,30.0,1.3833333333333333,0.0
545,882,1495183,Blinc,Mascara,Mascara Amplified,0.25 oz/ 7.5 mL,4.0,1000,19500,26.0,26.0,no options,0,1,0,0,0.0,0.0,7.5,3.466666666666667,0.0
546,883,692467,Blinc,Mascara,Blinc Mascara,0.17 oz/ 5 mL,4.0,3000,21600,26.0,26.0,no options,0,0,0,0,0.0,0.0,5.0,5.2,0.0
547,884,692558,Blinc,Mascara,Lash Primer,0.23 oz/ 6.8 mL,4.0,56,5100,26.0,26.0,no options,0,0,0,0,0.0,0.0,6.8,3.823529411764706,0.0
548,885,2028082,Bobbi Brown,Highlighter,Highlighting Powder,0.28 oz/ 8 g,4.0,362,71800,48.0,48.0,no options,0,0,0,0,0.0,8.0,0.0,0.0,6.0
549,887,2307312,Bobbi Brown,Foundation,Skin Long-Wear Fluid Powder Foundation SPF 20,1.4 oz/ 40 mL,4.0,29,3700,40.0,40.0,no options,0,0,0,0,0.0,0.0,40.0,1.0,0.0
550,889,1317650,Bobbi Brown,Concealer,Under Eye Corrector,0.05 oz/ 1.5 mL,4.5,1000,62500,29.0,29.0,no options,0,0,0,0,0.0,0.0,1.5,19.333333333333332,0.0
551,890,2032845,Bobbi Brown,Foundation,Skin Long-Wear Weightless Foundation SPF 15,1 oz/ 30 mL,4.0,824,45100,47.0,47.0,no options,0,0,0,0,0.0,0.0,30.0,1.5666666666666667,0.0
552,892,1287408,Bobbi Brown,Eyeliner,Long-Wear Gel Eyeliner,0.1 oz/ 3 g,4.5,2000,103200,27.0,27.0,no options,0,0,0,0,0.0,3.0,0.0,0.0,9.0
553,893,1288448,Bobbi Brown,Foundation,Skin Foundation SPF 15,1 oz/ 30 mL,4.0,1000,43200,50.0,50.0,no options,0,0,0,0,0.0,0.0,30.0,1.6666666666666667,0.0
554,894,1484989,Bobbi Brown,Eyeshadow,Long-Wear Cream Shadow Stick,0.05 oz/ 1.6 g,4.5,471,58500,30.0,30.0,no options,1,0,0,0,0.0,1.6,0.0,0.0,18.75
555,895,1287986,Bobbi Brown,Bronzer,Bronzer,0.28 oz/ 8 g,4.5,555,44400,44.0,44.0,no options,0,0,0,0,0.0,8.0,0.0,0.0,5.5
556,896,1587435,Bobbi Brown,Foundation,Skin Foundation Stick,0.31 oz/ 9 g,4.0,1000,63600,47.0,47.0,no options,0,0,0,0,0.0,9.0,0.0,0.0,5.222222222222222
557,898,2306686,Bobbi Brown,Lip Gloss,Crushed Oil-Infused Gloss,0.20 oz/ 6 mL,5.0,779,18700,27.0,27.0,no options,0,0,0,0,0.0,0.0,6.0,4.5,0.0
558,899,1587674,Bobbi Brown,Eyeliner,Perfectly Defined Gel Eyeliner,0.012 oz/ 0.28 g,4.0,178,15600,27.0,27.0,no options,0,0,0,0,0.0,0.28,0.0,0.0,96.42857142857142
559,900,1562024,Bobbi Brown,Mascara,Smokey Eye Mascara,0.2 oz/ 6 mL,4.5,453,18400,31.0,31.0,no options,0,0,0,0,0.0,0.0,6.0,5.166666666666667,0.0
561,902,2338838,Bobbi Brown,Lip Balm & Treatment,Extra Lip Tint,0.08 oz/ 2.3 g,4.5,161,24200,29.0,29.0,no options,0,0,0,0,0.0,2.3,0.0,0.0,12.608695652173914
562,905,1646199,Bobbi Brown,Foundation,Skin Weightless Powder Foundation,0.38 oz/ 11 g,4.0,129,9000,52.0,52.0,no options,0,0,0,0,0.0,11.0,0.0,0.0,4.7272727272727275
564,907,1639665,Bobbi Brown,Eyebrow,Natural Brow Shaper & Hair Touch Up,0.14 oz/ 4 g,4.5,97,10500,29.0,29.0,no options,0,0,0,0,0.0,4.0,0.0,0.0,7.25
565,909,2182855,Bobbi Brown,Lipstick,Crushed Liquid Lipstick,0.2 oz/ 6 mL,4.5,742,44000,27.0,27.0,no options,0,0,0,0,0.0,0.0,6.0,4.5,0.0
566,910,1289503,Bobbi Brown,Highlighter,Shimmer Brick Highlighter,0.4 oz/ 11 g,4.5,639,59000,48.0,48.0,no options,0,0,0,0,0.0,11.0,0.0,0.0,4.363636363636363
567,911,2249142,Bobbi Brown,Face Wash & Cleansers,Soothing Face Cleanser Oil,6.8 oz/ 200 mL,5.0,8,2800,50.0,50.0,no options,1,0,0,0,0.0,0.0,200.0,0.25,0.0
568,912,1971928,Bobbi Brown,Concealer,Instant Full Cover Concealer,0.20 oz/ 6 mL,3.5,234,12900,31.0,31.0,no options,0,0,0,0,0.0,0.0,6.0,5.166666666666667,0.0
569,913,1291145,Bobbi Brown,Blush,Blush,0.13 oz/ 3.7 g,4.5,391,37500,33.0,33.0,no options,0,0,0,0,0.0,3.7,0.0,0.0,8.91891891891892
570,914,1289594,Bobbi Brown,Perfume,Beach Fragrance,1.7 oz/ 50 mL,4.0,414,11200,79.0,79.0, - 1.7 oz/ 50 mL Eau de Parfum Spray ,0,0,0,0,0.0,0.0,50.0,1.58,0.0
571,915,1743509,Bobbi Brown,Lipstick,Luxe Lipstick,0.13 oz/ 3.8 g,4.5,224,48300,38.0,38.0,no options,0,0,0,0,0.0,3.8,0.0,0.0,10.0
572,916,1972157,Bobbi Brown,Lipstick,Crushed Lip Color,0.17 oz/ 5 mL,4.5,350,34000,29.0,29.0,no options,0,0,0,0,0.0,0.0,5.0,5.8,0.0
574,918,2304061,Bobbi Brown,Moisturizers,Hydrating Water Fresh Cream Moisturizer,1.7 oz/ 50 mL,5.0,2,791,60.0,60.0,no options,0,0,0,0,0.0,0.0,50.0,1.2,0.0
575,919,1499615,Bobbi Brown,Mascara,No Smudge Mascara,0.18 oz/ 5 mL,4.0,100,6000,31.0,31.0,no options,1,0,0,0,0.0,0.0,5.0,6.2,0.0
576,920,1287580,Bobbi Brown,Lipstick,Lipstick,0.12 oz/ 3.5 g,4.5,503,44900,29.0,29.0,no options,0,0,0,0,0.0,3.5,0.0,0.0,8.285714285714286
577,921,1685338,Bobbi Brown,Eyebrow,Perfectly Defined Long-Wear Brow Pencil,0.01 oz/ 0.28 g,4.5,56,7300,45.0,45.0,no options,1,0,0,0,0.0,0.28,0.0,0.0,160.7142857142857
578,922,1352533,Bobbi Brown,Lip Gloss,Lip Gloss,0.24 oz/ 7 mL,4.0,240,21000,29.0,29.0,no options,0,0,0,0,0.0,0.0,7.0,4.142857142857143,0.0
579,923,1889005,Bobbi Brown,Makeup,Shimmer Brick Highlighter Mini,0.14 oz/ 4 g,4.5,658,14600,25.0,25.0,no options,0,0,0,0,0.0,4.0,0.0,0.0,6.25
583,927,2088573,Bobbi Brown,Lipstick,Luxe Matte Lipstick,0.15 oz/ 4.5 g,4.5,97,14800,38.0,38.0,no options,0,0,0,0,0.0,4.5,0.0,0.0,8.444444444444445
584,928,1780667,Bobbi Brown,Mascara,Eye Opening Mascara,0.42 oz/ 14.50 mL,3.5,408,6000,31.0,31.0,no options,0,0,0,0,0.0,0.0,14.5,2.1379310344827585,0.0
585,929,1776202,Bobbi Brown,Concealer,Retouching Face Pencil,0.084 oz/ 2.4 g,4.0,67,7600,35.0,35.0,no options,0,0,0,0,0.0,2.4,0.0,0.0,14.583333333333334
586,930,1707231,Bobbi Brown,Moisturizers,Extra Repair Moisture Cream,1.7 oz/ 50 mL,4.5,21,2300,102.0,102.0,no options,1,0,0,0,0.0,0.0,50.0,2.04,0.0
587,931,2087369,Bobbi Brown,Face Primer,Primer Plus Radiance SPF 35,1.3 oz/ 38 mL,4.0,66,6500,40.0,40.0,no options,0,0,0,0,0.0,0.0,38.0,1.0526315789473684,0.0
589,935,1732429,Bobbi Brown,Concealer,Intensive Skin Serum Concealer,0.24 oz/ 7 mL,3.5,169,12100,45.0,45.0,no options,1,0,0,0,0.0,0.0,7.0,6.428571428571429,0.0
590,936,2087344,Bobbi Brown,Face Primer,Primer Plus Mattifier,1.3 oz/ 38 mL,4.5,247,8200,40.0,40.0,no options,0,0,0,0,0.0,0.0,38.0,1.0526315789473684,0.0
591,937,1780899,Bobbi Brown,Face Masks,Skin Nourish Coral Grass & Green Algae Moisture Face Mask,2.5 oz/ 74 mL,4.5,30,5100,54.0,54.0,no options,1,0,0,0,0.0,0.0,74.0,0.7297297297297297,0.0
592,938,1482538,Bobbi Brown,Lip Gloss,High Shimmer Lip Gloss,0.24 oz/ 7 mL,4.0,163,18000,29.0,29.0,no options,0,0,0,0,0.0,0.0,7.0,4.142857142857143,0.0
593,939,1809862,Bobbi Brown,Eyebrow,Long-Wear Brow Gel,0.038 oz/ 1.1 g,3.0,34,3400,26.0,26.0,no options,0,0,0,0,0.0,1.1,0.0,0.0,23.636363636363633
594,940,1780915,Bobbi Brown,Face Masks,Instant Detox Hawaiian Sea Water & White Clay Face Mask,2.5 oz/ 74 mL,4.5,21,4000,54.0,54.0,no options,1,0,0,0,0.0,0.0,74.0,0.7297297297297297,0.0
595,945,1780907,Bobbi Brown,Face Masks,Radiance Boost Walnut Grain & Orange Oil Exfoliating Face Mask,2.5 oz/ 74 mL,4.5,16,2100,54.0,54.0,no options,1,0,0,0,0.0,0.0,74.0,0.7297297297297297,0.0
596,946,1732288,Bobbi Brown,Concealer,Intensive Skin Serum Corrector,0.24 oz/ 7 mL,4.0,130,8200,45.0,45.0,no options,1,0,0,0,0.0,0.0,7.0,6.428571428571429,0.0
598,953,1639855,Bobbi Brown,Eyeshadow,Eye Shadow,0.8 oz/ 25 g,4.5,326,36800,28.0,28.0,no options,0,0,0,0,0.0,25.0,0.0,0.0,1.12
601,957,1292796,Bobbi Brown,Face Serums,Intensive Skin Supplement Serum,1 oz/ 30 mL,4.0,52,3600,77.0,77.0,no options,0,0,0,0,0.0,0.0,30.0,2.566666666666667,0.0
603,959,2222792,boscia,Face Wash & Cleansers,Clear Complexion Cleanser,5 oz/ 150 mL,4.5,1000,44600,28.0,28.0,no options,0,0,0,0,0.0,0.0,150.0,0.18666666666666668,0.0
604,963,2266377,boscia,Face Wash & Cleansers,Purifying Cleansing Gel,5.0 oz / 150mL,4.5,1000,49600,28.0,28.0,no options,0,0,0,0,0.0,0.0,150.0,0.18666666666666668,0.0
605,964,2227551,boscia,Facial Peels,Exfoliating Peel Gel,5.0 oz / 150mL,4.0,1000,49300,34.0,34.0,no options,0,0,0,0,0.0,0.0,150.0,0.22666666666666666,0.0
606,965,2084366,boscia,Moisturizers,Cactus Water Moisturizer,1.61 oz/ 47.59 mL,4.0,2000,26100,38.0,38.0,no options,0,0,0,0,0.0,0.0,47.59,0.7984870771170414,0.0
607,967,2186419,boscia,Face Masks,Charcoal Pore Pudding Intensive Wash-Off Treatment,2.8 oz/ 83 mL,4.5,826,43600,38.0,38.0,no options,0,0,0,0,0.0,0.0,83.0,0.4578313253012048,0.0
608,968,2102044,boscia,Mists & Essences,Rosewater Mist with Witch Hazel,4.73 oz/ 140 mL,4.5,74,8900,24.0,24.0,no options,0,0,0,0,0.0,0.0,140.0,0.17142857142857143,0.0
609,969,2240653,boscia,Toners,Resurfacing Treatment Toner with Apple Cider,5.10 oz/ 150 mL,4.0,32,5200,28.0,28.0,no options,0,0,0,0,0.0,0.0,150.0,0.18666666666666668,0.0
610,970,2240646,boscia,Moisturizers,Chia Seed Moisture Cream,1.61 oz/ 50 mL,4.5,23,2500,38.0,38.0,no options,0,0,0,0,0.0,0.0,50.0,0.76,0.0
611,971,2168433,boscia,Face Oils,Rosehip Omega Face Oil,0.95 oz/ 28 mL,4.5,26,3300,42.0,42.0,no options,0,0,0,0,0.0,0.0,28.0,1.5,0.0
612,972,2168409,boscia,BB & CC Cream,Skin Perfecting BB Cream Broad Spectrum SPF 30,1.7 oz/ 50 mL,3.5,99,4000,38.0,38.0,no options,0,0,0,0,0.0,0.0,50.0,0.76,0.0
613,974,2168383,boscia,Eye Creams & Treatments,Peptide Trio Eye Cream,0.51 oz/ 15 mL,3.0,17,1800,40.0,40.0,no options,0,1,0,0,0.0,0.0,15.0,2.6666666666666665,0.0
614,975,2335651,boscia,Face Serums,Vitamin B12 Hydration Booster Serum,0.91 oz/ 27 mL,4.0,9,547,46.0,46.0,no options,0,1,0,0,0.0,0.0,27.0,1.7037037037037037,0.0
615,976,2046654,boscia,Blemish & Acne Treatments,Charcoal Spot Corrector,0.84 oz/ 25 mL,4.0,20,4300,28.0,28.0,no options,0,0,0,0,0.0,0.0,25.0,1.12,0.0
616,978,2266369,boscia,Moisturizers,Green Tea Oil-Free Moisturizer,1.7 oz/ 50g,4.0,105,9800,38.0,38.0,no options,0,0,0,0,0.0,50.0,0.0,0.0,0.76
617,980,2325769,Briogeo,Hair Oil,"Don't Despair, Repair! Strengthening Treatment Hair Oil",1 oz/ 30 mL,5.0,95,9200,30.0,30.0,no options,0,1,0,0,0.0,0.0,30.0,1.0,0.0
618,988,1895598,Briogeo,Scalp & Hair Treatments,Scalp Revival Charcoal + Tea Tree Scalp Treatment,1 oz/ 30 mL,4.0,324,45100,32.0,32.0,no options,0,0,0,0,0.0,0.0,30.0,1.0666666666666667,0.0
619,990,2069268,Briogeo,Conditioner,Be Gentle Be Kind™ Kale + Apple Replenishing Superfood Conditioner,12.5 oz/ 369 mL,4.5,194,11200,28.0,28.0,no options,0,0,0,0,0.0,0.0,369.0,0.07588075880758807,0.0
620,992,2069250,Briogeo,Shampoo,Be Gentle Be Kind™ Matcha + Apple Replenishing Superfood Shampoo,12.5 oz/ 369 mL,3.5,262,13800,28.0,28.0,no options,0,0,0,0,0.0,0.0,369.0,0.07588075880758807,0.0
621,993,2195600,Briogeo,Hair Styling Products,Farewell Frizz™ Blow Dry Perfection Heat Protectant Crème,4 oz/ 118 mL,4.5,366,32000,24.0,24.0,no options,0,0,0,0,0.0,0.0,118.0,0.2033898305084746,0.0
622,998,1784669,Briogeo,Leave-In Conditioner,Curl Charisma™ Rice Amino + Avocado Leave–In Defining Crème,6 oz/ 177 mL,4.0,425,17400,20.0,20.0,no options,0,0,0,0,0.0,0.0,177.0,0.11299435028248588,0.0
624,1002,2069219,Briogeo,Conditioner,Scalp Revival™ Charcoal + Peppermint Oil Cooling Jelly Conditioner,8 oz/ 236 mL,4.0,640,12800,36.0,36.0,no options,0,0,0,0,0.0,0.0,236.0,0.15254237288135594,0.0
625,1003,2030658,Briogeo,Hair Masks,"Don't Despair, Repair!™ Strength + Moisture Leave-In Mask",4 oz/ 118 mL,4.0,261,24900,28.0,28.0,no options,0,0,0,0,0.0,0.0,118.0,0.23728813559322035,0.0
626,1004,2202430,Briogeo,Conditioner,Be Gentle Be Kind™ Banana + Coconut Nourishing Superfood Conditioner,12.5 oz/ 369 mL,4.5,113,5300,28.0,28.0,no options,0,1,0,0,0.0,0.0,369.0,0.07588075880758807,0.0
627,1006,2202422,Briogeo,Shampoo,Be Gentle Be Kind™ Banana + Coconut Nourishing Superfood Shampoo,12.5 oz/ 369 mL,4.0,138,5700,28.0,28.0,no options,0,1,0,0,0.0,0.0,369.0,0.07588075880758807,0.0
628,1008,1895606,Briogeo,Dry Shampoo,Scalp Revival Charcoal + Biotin Dry Shampoo,1.7 oz/ 50 mL,4.0,315,21300,24.0,24.0,no options,0,0,0,0,0.0,0.0,50.0,0.48,0.0
629,1009,1784677,Briogeo,Hair Styling Products,Curl Charisma™ Rice Amino + Quinoa Frizz Control Gel,5.5 oz/ 163 mL,3.5,130,8600,20.0,20.0,no options,0,0,0,0,0.0,0.0,163.0,0.12269938650306748,0.0
630,1013,2195592,Briogeo,Hair Oil,"Farewell Frizz™ Rosehip, Argan & Coconut Oil Blend",1 oz/ 30 mL,3.5,146,16000,28.0,28.0,no options,0,0,0,0,0.0,0.0,30.0,0.9333333333333333,0.0
631,1015,2254431,Briogeo,Deodorant & Antiperspirant,B. Well Tea Tree + Eucalyptus Clean Deodorant,1.83 oz/ 52 g,4.0,283,6000,16.0,16.0,no options,0,0,0,0,0.0,52.0,0.0,0.0,0.3076923076923077
632,1016,1784701,Briogeo,Hair Styling Products,Blossom & Bloom™ Ginseng + Biotin Volumizing Spray,5 oz/ 148 mL,4.0,290,12600,20.0,20.0,no options,0,0,0,0,0.0,0.0,148.0,0.13513513513513514,0.0
633,1017,2121978,Briogeo,Hair Styling Products,Curl Charisma™ Chia + Flax Seed Coil Custard,6 oz/ 177 mL,4.0,58,3500,26.0,26.0,no options,0,0,0,0,0.0,0.0,177.0,0.14689265536723164,0.0
634,1018,2208445,Briogeo,Hair Styling Products,Blossom & Bloom Ginseng + Biotin Volumizing Root Powder,1.25 oz/ 35 g,4.5,79,5800,24.0,24.0,no options,0,1,0,0,0.0,35.0,0.0,0.0,0.6857142857142857
635,1020,2201614,Briogeo,Conditioner,Color Me Brilliant™ Mushroom + Bamboo Color Protect Conditioner,8 oz/ 236 mL,4.5,69,3500,28.0,28.0,no options,0,0,0,0,0.0,0.0,236.0,0.11864406779661017,0.0
636,1021,2201606,Briogeo,Shampoo,Color Me Brilliant™ Mushroom + Bamboo Color Protect Shampoo,8 oz/ 236 mL,4.0,116,4800,28.0,28.0,no options,0,0,0,0,0.0,0.0,236.0,0.11864406779661017,0.0
637,1024,2201630,Briogeo,Hair Styling Products,Sea Goddess Hair + Body Shimmer Mist,4 oz/ 118 mL,3.0,232,12400,24.0,24.0,no options,0,0,1,0,0.0,0.0,118.0,0.2033898305084746,0.0
638,1026,2201622,Briogeo,Scalp & Hair Treatments,Color Me Brilliant™ Mushroom + Bamboo Color Protect Primer,4.2 oz/ 124 mL,5.0,48,4500,26.0,26.0,no options,0,0,0,0,0.0,0.0,124.0,0.20967741935483872,0.0
639,1035,1895838,Bumble and bumble,Color Care,Bb. Color Stick,0.12 oz/ 3.5 g,4.0,135,9200,26.0,26.0,no options,0,0,0,0,0.0,3.5,0.0,0.0,7.428571428571429
640,1040,1270073,Bumble and bumble,Shampoo,Sunday Clarifying Shampoo,8 oz/ 236 mL,4.5,368,21900,27.0,27.0,no options,0,0,0,0,0.0,0.0,236.0,0.11440677966101695,0.0
641,1047,1773381,Bumble and bumble,Shampoo,Bb. Curl (Care) Conditioner,6.7 oz/ 198 mL,4.0,120,6600,34.0,34.0,no options,0,0,0,0,0.0,0.0,198.0,0.1717171717171717,0.0
642,1052,1270677,Bumble and bumble,Hair Styling Products,Sumotech,1.5 oz/ 42 g,4.5,199,7500,29.0,29.0,no options,0,0,0,0,0.0,42.0,0.0,0.0,0.6904761904761905
643,1054,2189249,Bumble and bumble,Hair Oil,Bb. Curl (Style) Anti-Humidity Gel-Oil,5 oz/ 150 mL,4.0,249,12900,30.0,30.0,no options,0,0,0,0,0.0,0.0,150.0,0.2,0.0
644,1058,2266021,Bumble and bumble,Hair Styling Products,Bb. Glow Thermal Protection Mist,4.2 oz/ 125 mL,4.5,209,4300,32.0,32.0,no options,0,0,0,0,0.0,0.0,125.0,0.256,0.0
645,1062,2126688,Bumble and bumble,Hair Styling Products,Thickening Full Form Soft Mousse,5 oz/ 150 mL,3.0,23,1700,31.0,31.0,no options,0,0,0,0,0.0,0.0,150.0,0.20666666666666667,0.0
646,1067,1543214,Bumble and bumble,Hair,Hairdresser’s Invisible Oil Mini,0.85 oz/ 25 mL,4.5,62,12700,22.0,22.0,no options,0,0,0,0,0.0,0.0,25.0,0.88,0.0
647,1070,1895879,Bumble and bumble,Hair Styling Products,Bb. sumoclay,1.5 oz/ 45 mL,4.5,39,2800,29.0,29.0,no options,0,0,0,0,0.0,0.0,45.0,0.6444444444444445,0.0
648,1073,1977115,Bumble and bumble,Hair Masks,Bb. While You Sleep Overnight Damage Repair Masque,6.4 oz/ 190 mL,4.0,90,9700,49.0,49.0,no options,0,0,0,0,0.0,0.0,190.0,0.2578947368421053,0.0
649,1076,2025849,Bumble and bumble,Color Care,Bb. Color Gloss,5 oz/ 150 mL,3.0,63,5400,34.0,34.0,no options,0,0,0,0,0.0,0.0,150.0,0.22666666666666666,0.0
650,1080,1731686,Bumble and bumble,Shampoo,Full Potential Hair Preserving Shampoo,8.5 oz/ 250 mL,3.5,79,5000,31.0,31.0,no options,0,0,0,0,0.0,0.0,250.0,0.124,0.0
651,1081,1773373,Bumble and bumble,Shampoo,Bb. Curl (Care) Shampoo,8.5 oz/ 251 mL,3.5,50,4000,31.0,31.0,no options,0,0,0,0,0.0,0.0,251.0,0.12350597609561753,0.0
652,1084,1519420,Bumble and bumble,Shampoo,Surf Foam Wash Shampoo,8.5 oz/ 250 mL,3.5,307,9200,27.0,27.0,no options,0,0,0,0,0.0,0.0,250.0,0.108,0.0
653,1087,1270255,Bumble and bumble,Conditioner,Quenching Conditioner,8.5 oz/ 250 mL,4.0,50,2300,34.0,34.0,no options,0,0,0,0,0.0,0.0,250.0,0.136,0.0
654,1088,2281160,Bumble and bumble,Hair Styling Products,Hairdresser's Invisible Oil Soft Texture Finishing Spray,3.7 oz/ 106 g,5.0,8,2200,32.0,32.0,no options,0,0,0,0,0.0,106.0,0.0,0.0,0.3018867924528302
